439709, 439510.50000000006, 439479.4299999995, 439516.441, 439905.09029999987
439576, 439615.80000000016, 439680.53999999986, 439804.24799999985, 439339.5825000001
439683, 439483.1999999999, 439776.86999999965, 439606.5180000001, 439419.55329999985
439616, 439637.9000000004, 439592.65999999945, 439777.88400000054, 439359.5751999997
439650, 439436.4000000007, 439645.05000000005, 439577.957, 439876.52930000034
439688, 439662.6000000004, 439454.0799999997, 439437.3489999997, 439776.5657999999
439501, 439643.1000000003, 439552.0999999997, 439700.9890000002, 439845.11220000015
439560, 439764.0, 439452.3899999998, 439450.53100000013, 439905.0903000001
439605, 439624.9000000001, 439388.17000000016, 439738.3380000004, 439816.5512000003
439658, 439660.0000000001, 439563.9299999998, 439367.0449999999, 439773.7097
439701, 439554.7000000006, 439743.0699999999, 439424.16699999967, 439505.2363000001
439585, 439541.7000000004, 439770.1099999999, 439430.7580000003, 439810.83899999986
439485, 439725.00000000023, 439665.3299999999, 439534.01700000005, 439736.58040000004
439546, 439523.5, 439731.24000000034, 439518.6380000001, 439913.6586
439634, 439574.2000000001, 439567.3099999999, 439437.3490000001, 439933.6513
439684, 439676.89999999985, 439427.0399999998, 439481.28900000005, 439745.1487000002
439659, 439458.5, 439714.34000000014, 439628.48799999984, 439619.4802999999
439684, 439498.80000000034, 439773.48999999993, 439397.80299999996, 439659.46569999994
439535, 439708.1, 439776.86999999976, 439509.85000000003, 439473.8192000002
439705, 439645.7000000004, 439646.7399999998, 439501.06200000027, 439356.71910000016
439654, 439514.39999999997, 439440.5599999999, 439694.3980000002, 439887.95369999984
439555, 439736.7000000002, 439499.71000000025, 439835.0059999999, 439399.56059999997
439649, 439453.30000000045, 439766.7299999999, 439404.394, 439862.2487999999
439510, 439548.2000000002, 439766.7300000001, 439802.051, 439533.7973
439591, 439432.5000000003, 439719.4100000001, 439725.1559999999, 439736.5803999999
439657, 439526.1000000004, 439814.05000000005, 439588.9420000001, 439359.5752000003
439579, 439523.49999999994, 439675.46999999974, 439518.63800000015, 439913.6586000003
439667, 439453.30000000005, 439692.3699999998, 439793.263, 439430.97770000005
439477, 439671.7000000002, 439729.5500000002, 439755.9139999998, 439479.5314
439661, 439539.1000000003, 439761.65999999957, 439465.90999999986, 439568.07050000003
439565, 439589.80000000034, 439645.0499999998, 439577.95700000034, 439782.2779999998
439653, 439734.1000000001, 439477.73999999993, 439483.48600000003, 439619.4802999998
439756, 439710.7, 439531.8199999997, 439426.3640000002, 439359.5752000003
439582, 439624.9000000007, 439692.3699999994, 439362.6509999998, 439856.5366000001
439700, 439531.3000000002, 439445.62999999995, 439802.0510000002, 439570.92660000006
439669, 439699.0, 439513.2299999999, 439408.7879999996, 439688.0267000001
439544, 439535.20000000054, 439798.8400000003, 439417.57600000023, 439910.8025000001
439556, 439653.5000000003, 439763.35, 439569.16900000017, 439479.5314
439653, 439695.10000000027, 439469.2899999998, 439703.1859999999, 439433.83379999996
439515, 439679.49999999994, 439614.6299999996, 439494.47100000014, 439887.9536999997
439432, 439684.70000000007, 439582.5200000001, 439777.8840000001, 439799.4145999999
439595, 439741.90000000014, 439474.35999999975, 439694.39800000016, 439499.52410000004
439619, 439593.7000000001, 439503.0899999997, 439865.764, 439485.2436000002
439638, 439649.60000000015, 439540.2700000001, 439474.69800000015, 439753.717
439444, 439661.3000000003, 439614.6299999997, 439700.9890000001, 439862.2488000001
439685, 439494.8999999998, 439570.6899999999, 439672.4279999999, 439650.89739999996
439494, 439722.39999999997, 439569.00000000006, 439518.63800000004, 439899.3780999999
439428, 439604.10000000015, 439665.3299999996, 439791.06600000034, 439830.8317
439712, 439505.30000000016, 439523.3699999996, 439558.18399999983, 439779.4219000001
439500, 439726.2999999999, 439695.7499999999, 439426.36400000006, 439779.4219000001
439599, 439591.09999999986, 439541.9599999999, 439542.8050000002, 439902.23420000006
439430, 439673.00000000006, 439736.3100000002, 439661.44299999997, 439722.29990000016
439698, 439563.8000000007, 439754.89999999985, 439391.2120000001, 439516.6607000002
439608, 439419.5000000001, 439687.2999999993, 439810.83900000015, 439659.4656999998
439702, 439487.10000000027, 439780.24999999977, 439503.2590000002, 439485.24360000034
439591, 439688.6000000003, 439418.5899999999, 439733.9440000003, 439670.89010000025
439689, 439540.39999999997, 439535.19999999966, 439588.94200000016, 439708.0194
439694, 439632.7000000001, 439433.79999999993, 439810.8390000002, 439373.85569999996
439552, 439714.6000000001, 439797.14999999997, 439487.88000000006, 439405.27280000015
439580, 439758.79999999964, 439457.4599999997, 439731.74700000015, 439485.24360000016
439696, 439510.5, 439508.1599999999, 439615.3059999999, 439765.14140000014
439509, 439545.6000000002, 439719.4099999995, 439795.46000000014, 439630.90470000013
439618, 439778.29999999976, 439487.8799999998, 439501.06200000044, 439582.35099999997
439677, 439656.1000000005, 439487.8799999999, 439525.2289999998, 439650.89739999996
439480, 439691.2000000004, 439533.5100000003, 439817.4300000001, 439679.4584000001
439629, 439546.90000000026, 439741.37999999995, 439575.76, 439533.7972999999
439492, 439697.7, 439621.38999999996, 439501.0620000003, 439893.66590000025
439518, 439517.0000000003, 439751.5199999999, 439786.6720000001, 439625.1925
439661, 439669.1000000003, 439665.3300000002, 439410.9850000003, 439516.6607
439632, 439513.1000000006, 439727.8600000001, 439808.6420000001, 439319.5898000001
439536, 439706.8000000002, 439766.72999999986, 439555.987, 439430.9776999997
439452, 439566.39999999997, 439727.8600000001, 439744.9290000001, 439799.4146000001
439527, 439613.2000000004, 439754.89999999973, 439639.4729999999, 439573.78269999987
439689, 439715.90000000026, 439479.4300000004, 439457.1219999998, 439588.0632
439543, 439744.5, 439445.62999999966, 439773.49000000005, 439588.06319999986
439745, 439563.8000000007, 439521.68000000034, 439714.17100000026, 439356.71910000005
